emp_no,first_name,last_name,title,from_date,to_date,salary
277895,Aloke,Swiler,Senior Engineer,1996-10-07,9999-01-01,42023
277899,Volkmar,Grabner,Staff,1986-05-09,1986-05-29,40000
277909,Supot,Boyle,Senior Engineer,1993-02-07,9999-01-01,55031
277910,Eirik,Kieras,Senior Staff,1997-04-26,9999-01-01,40000
277916,Satoru,Cullers,Engineer,1997-08-22,9999-01-01,40000
277928,Uma,Pettey,Senior Engineer,1991-12-26,9999-01-01,40000
277932,Rimli,Xiaoshan,Senior Engineer,1985-05-10,1988-12-01,74674
277935,Bedrich,Ghalwash,Engineer,1999-07-20,9999-01-01,40000
277937,Subir,Biros,Senior Engineer,2001-10-15,9999-01-01,40000
277947,Gaurav,Rouquie,Senior Staff,1992-08-08,9999-01-01,40000
277954,Maren,Gornas,Staff,1990-03-16,1997-11-04,59876
277965,Luigi,Murillo,Senior Staff,1992-08-29,1999-01-01,80348
277971,Lijie,Mansanne,Senior Staff,1995-10-23,9999-01-01,40000
277973,Parviz,Morton,Senior Staff,1993-05-26,9999-01-01,40000
277979,Jaroslava,Lammel,Senior Staff,1999-04-08,9999-01-01,67324
277996,Naftaly,Straney,Senior Staff,1987-03-07,9999-01-01,53996
278003,Mohit,Melichar,Engineer,2001-02-11,9999-01-01,45740
278007,Hatim,Hashii,Engineer,1999-08-16,2002-05-02,43941
278008,Krassimir,Merle,Senior Staff,1996-12-19,9999-01-01,61831
278020,Xiaopeng,Chaudhuri,Senior Engineer,1994-01-30,9999-01-01,40000
278024,Guangming,Sridhar,Senior Staff,1990-05-01,9999-01-01,70454
278031,Marco,Chandrasekhar,Senior Staff,1991-08-15,9999-01-01,73316
278041,Kristian,Bolotov,Senior Engineer,1985-12-24,9999-01-01,55550
278051,Hugh,DuBourdieux,Engineer,1994-10-25,9999-01-01,59669
278053,Bernardo,Heystek,Senior Engineer,1994-07-02,9999-01-01,46834
278058,Gao,Gide,Senior Engineer,2000-11-16,9999-01-01,57023
278065,Shigehito,Bade,Senior Engineer,1999-04-01,9999-01-01,43199
278075,Akeno,Soicher,Senior Staff,1991-02-08,9999-01-01,71702
278079,Mayumi,Chandrasekhar,Engineer,1999-03-31,9999-01-01,40000
278083,Georg,Pollock,Senior Engineer,1995-11-04,9999-01-01,47922
278085,Georg,Businaro,Senior Engineer,1995-12-19,9999-01-01,40032
278095,Nagui,Merel,Staff,1998-07-17,9999-01-01,51083
278112,Paddy,Ginneken,Senior Staff,1996-04-06,9999-01-01,77031
278123,Shaibal,Hinsberger,Senior Engineer,1994-12-03,9999-01-01,54377
278126,Zdislav,Greibach,Senior Staff,1998-09-17,9999-01-01,67718
278127,LiMin,Stentiford,Senior Staff,1998-06-27,9999-01-01,40000
278134,Sorina,Crouzet,Senior Staff,1985-10-19,9999-01-01,87238
278138,Teiji,Thibadeau,Senior Staff,1994-08-11,1999-10-04,48099
278139,Susanna,Merli,Assistant Engineer,1989-11-19,1994-02-18,40000
278166,Toney,Hanabata,Senior Staff,1988-08-29,2002-05-31,40000
278168,Weicheng,Horswill,Senior Engineer,1988-06-06,9999-01-01,40000
278177,Moni,Percebois,Senior Staff,1994-08-10,9999-01-01,87644
278181,Selwyn,Foong,Senior Engineer,1996-11-27,9999-01-01,56239
278183,Francoise,Plessier,Engineer,1997-12-24,2000-02-10,58658
278189,Yinlin,Gunderson,Senior Engineer,1998-10-10,9999-01-01,43317
278194,Mototsugu,Murillo,Staff,1996-09-09,9999-01-01,65127
278215,Ottavia,Zaccaria,Senior Staff,1992-08-03,9999-01-01,65154
278232,Krassimir,Sanella,Staff,1997-12-27,9999-01-01,65093
278237,Ewing,Azuma,Senior Staff,1995-04-21,9999-01-01,43068
278240,Youssef,Nitsch,Senior Staff,1996-07-03,9999-01-01,51684
278243,Werner,Roison,Senior Engineer,1992-06-17,9999-01-01,53672
278257,Mona,Beutelspacher,Senior Engineer,1990-02-01,9999-01-01,51142
278260,Ravishankar,Diderrich,Senior Engineer,1993-09-16,9999-01-01,59012
278267,Patricia,Sichman,Senior Staff,1987-02-19,9999-01-01,40514
278274,Uri,Karcich,Engineer,1987-09-12,1992-02-11,40000
278280,Adib,Shiratori,Senior Staff,1995-10-04,9999-01-01,41063
278285,Ronghao,Fairtlough,Senior Staff,1996-03-22,9999-01-01,40000
278290,Shigeaki,Millington,Senior Engineer,1996-10-22,9999-01-01,85184
278298,Ronghao,Fadgyas,Staff,1997-12-22,9999-01-01,40000
278308,Sadun,Velasco,Senior Staff,1994-09-03,9999-01-01,50171
278317,Hein,Millington,Senior Engineer,1995-09-03,9999-01-01,40000
278329,Khatoun,Isard,Senior Staff,1996-08-25,9999-01-01,59613
278332,Mototsugu,Baezner,Engineer,1997-06-18,9999-01-01,56905
278343,Pohua,Plumb,Senior Staff,1993-03-21,9999-01-01,67977
278346,Siddarth,Duclos,Senior Engineer,1986-09-12,9999-01-01,40000
278353,Junichi,Kalsbeek,Staff,1999-05-20,9999-01-01,50764
278357,Vishv,Ullian,Senior Staff,1985-08-09,1991-06-02,60074
278359,Bojan,Ernst,Assistant Engineer,1995-10-20,2001-12-10,51455
278360,Gregory,Bottner,Senior Staff,1988-06-27,9999-01-01,73262
278366,Hauke,DuCasse,Staff,1988-07-07,1992-01-30,55267
278368,Parke,Skrikant,Senior Staff,2001-05-07,9999-01-01,40000
278372,Rosita,Talmon,Senior Engineer,2000-08-26,9999-01-01,40000
278379,Iara,Braunmuhl,Senior Engineer,1997-05-01,9999-01-01,47078
278383,Syozo,Kavvadias,Senior Staff,1992-12-11,2002-01-06,49655
278395,Somnath,Motley,Engineer,1999-04-23,9999-01-01,40000
278396,Xianlong,Marakhovsky,Senior Staff,1996-06-29,9999-01-01,69309
278400,Wanqing,Duclos,Engineer,1994-02-18,1995-08-31,40000
278407,Lunjin,Egerstedt,Senior Engineer,1995-01-21,9999-01-01,40000
278413,Seshu,Fasbender,Technique Leader,1985-03-24,9999-01-01,40662
278422,Peer,Zeleznik,Senior Staff,1988-07-30,9999-01-01,46685
278441,Rosine,Brickell,Staff,1988-09-02,1994-03-29,40000
278445,Kamakshi,Improta,Senior Staff,1992-07-07,9999-01-01,40000
278446,Sachio,Carrere,Engineer,1998-12-22,9999-01-01,40000
278456,Xuedong,Shackel,Senior Staff,1996-10-01,9999-01-01,40954
278466,Armond,Boreale,Senior Staff,1990-08-11,9999-01-01,40000
278479,Goa,Simmen,Engineer,1994-05-02,9999-01-01,40000
278486,Aiichiro,Maraist,Senior Staff,1990-06-19,9999-01-01,71759
278495,Gilbert,Erdi,Engineer,1996-12-08,9999-01-01,72611
278508,Mansur,Improta,Staff,1999-06-04,9999-01-01,60529
278509,Akemi,Buescher,Engineer,1990-04-26,1995-06-19,40000
278510,Gil,Baak,Engineer,1996-08-23,9999-01-01,63571
278519,Akhilish,Reinhart,Engineer,1998-10-01,1999-11-15,40000
278523,Berni,Back,Senior Staff,2002-07-21,9999-01-01,75523
278524,Shichao,Highland,Engineer,1993-04-13,1998-07-13,41003
278528,Maya,Rando,Senior Staff,2001-04-19,9999-01-01,40000
278531,Zeljko,Serre,Senior Staff,2002-07-04,9999-01-01,55662
278541,Yuichiro,Chaudhuri,Engineer,1987-03-23,1992-11-13,40000
278608,Reuven,Angel,Technique Leader,1992-06-11,9999-01-01,50813
278610,Akeno,Benzmuller,Senior Staff,2000-01-23,9999-01-01,62499
278619,Malu,Denis,Senior Staff,1993-07-14,9999-01-01,94424
278624,Rimli,Demizu,Senior Staff,1996-12-18,9999-01-01,59472
278644,Muzhong,Azevdeo,Engineer,1987-07-03,1994-01-24,74415
278689,Itzchak,Terkki,Senior Engineer,1992-08-06,9999-01-01,40000
278696,Mara,Melichar,Staff,1998-12-13,2001-03-01,74416
278703,Irena,Kitai,Staff,1998-10-23,9999-01-01,66322
278704,Gill,Mondadori,Senior Staff,1996-04-18,9999-01-01,72820
278715,Amstein,Schaft,Engineer,1999-03-06,9999-01-01,58499
278721,Tonia,Flexer,Senior Engineer,1995-05-23,9999-01-01,54476
278727,Shakhar,Beutelspacher,Technique Leader,1989-07-06,9999-01-01,40000
278733,Moty,Bamford,Senior Staff,1996-01-25,9999-01-01,40000
278736,Shahar,Glinert,Senior Staff,1985-09-23,2001-03-23,57230
278743,Poornachandra,Reutenauer,Engineer,1987-03-09,1989-06-14,43985
278763,Kiyokazu,Iisaka,Engineer,1991-09-10,1995-03-22,70864
278764,Koichi,Lueh,Senior Staff,1997-04-12,9999-01-01,97697
278768,Koichi,Oxman,Senior Engineer,2001-03-08,9999-01-01,40000
278771,Mikhail,Henders,Senior Staff,1990-11-28,9999-01-01,64443
278806,Kwee,Erdmenger,Senior Engineer,1985-02-13,2000-07-08,52820
278809,Kirk,Grospietsch,Senior Staff,1992-06-02,9999-01-01,41095
278823,Deborah,Besancenot,Senior Staff,1996-10-27,9999-01-01,57308
278825,Jiakeng,Delgrossi,Senior Engineer,1986-10-06,9999-01-01,55698
278828,Stabislas,Rosin,Senior Engineer,1996-01-23,9999-01-01,50224
278860,Fay,Emiris,Engineer,1996-03-01,9999-01-01,59719
278873,Qunsheng,Vecchio,Technique Leader,1985-11-28,9999-01-01,40000
278882,Garnet,Vrecion,Staff,1998-10-22,9999-01-01,48434
278885,Akeno,Birch,Senior Staff,1996-01-30,9999-01-01,42668
278886,Divier,Escriba,Senior Staff,1993-03-23,9999-01-01,40000
278894,Chinhyun,Sethi,Senior Staff,1991-04-07,9999-01-01,46530
278900,Xiaoshan,Grospietsch,Senior Engineer,1993-10-21,9999-01-01,40000
278908,Tuval,Stavenow,Staff,1995-08-13,9999-01-01,81236
278910,Surveyors,Bahk,Senior Staff,1989-04-15,1995-12-30,40000
278918,Sadun,DiGiano,Technique Leader,1996-04-30,9999-01-01,40000
278934,Mohua,Falck,Senior Staff,1987-01-04,2000-05-19,58387
278938,Laurentiu,Cesareni,Senior Engineer,1993-05-14,9999-01-01,50684
278943,Masaki,Shimshoni,Senior Staff,1992-08-23,9999-01-01,40000
278949,Frazer,Rosenbaum,Senior Staff,1988-12-27,9999-01-01,56680
278954,Gritta,Gerlach,Senior Engineer,1998-03-14,9999-01-01,40000
278955,Sachin,Lambe,Senior Engineer,1995-08-27,9999-01-01,43424
278958,Wayne,Peck,Senior Staff,1999-08-01,9999-01-01,58157
278970,Jordanka,Pfau,Senior Staff,1991-03-26,9999-01-01,40000
278977,Vatsa,Unno,Technique Leader,1987-08-28,9999-01-01,40000
278992,Gunilla,Clouatre,Engineer,1986-02-18,1990-01-09,49085
278993,Monique,Peha,Senior Engineer,1996-04-07,9999-01-01,40000
278995,Shigehiro,Dalton,Staff,1998-04-30,9999-01-01,77328
278996,Shigeu,Kaltofen,Senior Engineer,1992-05-24,9999-01-01,46309
279003,Chinhyun,Hofting,Senior Engineer,1985-02-23,9999-01-01,40000
279009,Taiji,Brookman,Senior Staff,1995-12-10,9999-01-01,85634
279014,Kazuhisa,Shackell,Engineer,1997-11-04,9999-01-01,48758
279018,Constantino,Mellouli,Senior Engineer,1993-02-01,9999-01-01,40000
279029,Christ,Adachi,Senior Engineer,1995-08-20,2001-06-16,60032
279037,Ramachenga,Mateescu,Senior Staff,1991-07-08,9999-01-01,40000
279042,Susanna,Eldridge,Senior Staff,1995-04-30,9999-01-01,40000
279049,Kamakshi,Roisin,Senior Staff,1996-03-11,2000-10-12,76504
279057,Florina,Sanella,Senior Staff,1990-03-24,2001-05-24,40000
279058,Paraskevi,Verhoeff,Senior Staff,1996-05-29,9999-01-01,76409
279059,Mang,Azadmanesh,Engineer,1999-10-23,2000-09-15,40000
279064,Stella,Flanders,Senior Engineer,1990-03-17,9999-01-01,56330
279070,Marie,Diderrich,Senior Staff,2001-12-17,9999-01-01,41574
279077,Shounak,Dahlbom,Engineer,1995-09-13,9999-01-01,50886
279079,Adly,Koblitz,Senior Staff,2001-06-04,9999-01-01,40000
279093,Turgut,Farrag,Senior Staff,1997-06-02,9999-01-01,42226
279105,Shuichi,Litecky,Senior Engineer,2002-03-30,9999-01-01,40000
279111,Aiichiro,Herath,Senior Engineer,1988-07-20,9999-01-01,40000
279118,Remko,Ramamoorthy,Staff,1987-12-19,1993-02-02,40601
279127,Gregory,Lorch,Senior Staff,1995-04-21,9999-01-01,40000
279134,Manu,Lorch,Senior Staff,1997-05-17,9999-01-01,68073
279139,Tetsushi,Eastman,Senior Staff,2002-01-09,9999-01-01,60322
279143,Marl,Krohm,Senior Engineer,1993-06-03,9999-01-01,66490
279162,Reinhard,Kavraki,Engineer,1999-10-14,9999-01-01,59749
279169,Billur,Sidhu,Technique Leader,1994-06-10,9999-01-01,67163
279182,Weijing,Benveniste,Senior Staff,1993-08-01,1993-12-11,40000
279186,Valery,Frijda,Senior Engineer,1992-10-10,9999-01-01,40000
279187,Karsten,Millington,Senior Staff,1994-06-21,9999-01-01,57601
279201,Udo,Stiles,Senior Engineer,1996-03-22,9999-01-01,40000
279207,Zorica,Birch,Senior Engineer,1993-05-11,9999-01-01,41372
279216,Debaprosad,Kamber,Senior Engineer,2001-01-29,9999-01-01,40000
279226,Isaac,Gopalakrishnan,Senior Staff,2002-02-20,9999-01-01,43025
279234,Gonzalo,Diderrich,Senior Staff,1996-10-06,9999-01-01,40000
279236,Xiaoshan,Tsukuda,Engineer,1998-05-03,1999-01-11,46629
279249,Alagu,Litecky,Staff,1996-07-31,9999-01-01,73559
279286,Kenroku,Benzaken,Senior Staff,1994-12-20,9999-01-01,40000
279287,Uli,Ranum,Senior Staff,2001-08-14,9999-01-01,40000
279288,Patricio,Masand,Staff,1999-05-29,9999-01-01,77104
279300,Tomokazu,Bondorf,Senior Engineer,1995-03-26,9999-01-01,40000
279308,Ziva,Kopetz,Senior Engineer,1996-08-18,9999-01-01,47715
279316,Foong,Chinin,Engineer,1987-06-14,1993-04-04,43944
279321,Sukumar,Flasterstein,Technique Leader,1988-04-01,9999-01-01,44674
279332,Niteen,Yeung,Engineer,1998-01-13,2001-05-01,40000
279336,Moss,Bonifati,Technique Leader,1986-01-08,9999-01-01,60207
279338,Sreekrishna,Hiltgen,Senior Staff,1992-11-24,1994-02-04,68964
279342,Babette,Orlowska,Senior Engineer,1996-10-19,9999-01-01,40000
279343,Mayuko,Munawer,Senior Engineer,1992-11-01,1996-04-03,47288
279349,Cullen,Shanbhogue,Senior Engineer,1992-12-28,9999-01-01,55251
279351,Shaunak,Sgarro,Senior Staff,1996-07-11,9999-01-01,59276
279352,Sanjit,Facello,Staff,1986-11-22,1992-12-09,40705
279378,Pradeep,Lenart,Technique Leader,1988-01-12,9999-01-01,42161
279386,Parto,Verspoor,Senior Staff,1995-05-18,9999-01-01,59100
279397,Elvis,Karcich,Senior Staff,1994-11-23,9999-01-01,82635
279404,Gladys,Litvinov,Senior Staff,1991-10-20,2001-01-21,75166
279412,Kensyu,Erde,Senior Engineer,1997-09-06,1997-12-30,40000
279414,Iara,Lores,Senior Engineer,1996-08-07,9999-01-01,56055
279415,Radhakrishnan,Bridgland,Senior Staff,1992-09-10,1997-08-25,66125
279422,Mizuhito,Perfilyeva,Engineer,1991-11-18,1992-09-14,56319
279432,Huican,Lampe,Senior Engineer,1990-06-26,1997-04-03,74530
279433,Tetsurou,Billawala,Senior Staff,1992-10-16,9999-01-01,64839
279434,Baocai,Suermann,Staff,1995-03-15,9999-01-01,40000
279435,Mayumi,Wilharm,Engineer,1997-09-10,9999-01-01,60060
279436,Fun,Setiz,Senior Engineer,1985-08-03,9999-01-01,50146
279440,Shin,Hebden,Staff,1995-09-05,9999-01-01,48082
279446,Basant,Jansch,Senior Staff,1990-09-20,9999-01-01,40000
279448,Keung,Halloran,Senior Engineer,1995-02-07,9999-01-01,40000
279451,Pasqua,Qiwen,Senior Staff,1995-06-09,9999-01-01,94698
279468,Weiwu,Kornyak,Senior Staff,1987-05-10,9999-01-01,51233
279477,Moon,Kalsbeek,Senior Staff,1985-04-28,9999-01-01,58962
279478,Steve,Zyda,Senior Staff,2000-03-23,9999-01-01,62437
279480,Yucel,Kilgour,Senior Engineer,1997-07-17,2001-10-30,40000
279484,Yunming,Famili,Senior Staff,1991-08-04,9999-01-01,84957
279487,Dietrich,Fasbender,Senior Engineer,1994-08-14,9999-01-01,40000
279488,Aleksandar,Vandervoorde,Senior Engineer,1991-01-03,9999-01-01,46765
279504,Olivera,Thibadeau,Senior Engineer,2000-12-23,9999-01-01,44042
279506,Shih,Selvestrel,Senior Staff,1995-04-27,9999-01-01,40000
279507,Masato,Desikan,Senior Staff,1999-08-18,9999-01-01,78754
279510,Makato,Munck,Senior Staff,1993-01-26,9999-01-01,70768
279511,Tsuneo,Rahier,Senior Engineer,1991-10-18,9999-01-01,49064
279514,Fumiko,Heyers,Senior Engineer,1995-08-30,9999-01-01,40000
279518,Werner,Ellozy,Senior Staff,1997-01-19,9999-01-01,78461
279519,Trygve,Neimat,Senior Engineer,1995-05-30,9999-01-01,49332
279528,Rosita,Szilard,Technique Leader,1995-03-04,9999-01-01,40000
279534,Syozo,Frijda,Engineer,1990-09-08,1993-05-15,43950
279535,Domenico,Sullins,Senior Engineer,1988-07-14,9999-01-01,52348
279541,Tsutomu,Felder,Senior Staff,1995-10-14,9999-01-01,81861
279553,Elzbieta,Brlek,Senior Staff,1994-05-04,9999-01-01,40038
279583,Gianluca,Masada,Staff,1998-11-30,9999-01-01,55370
279589,Kensyu,Roccetti,Technique Leader,1993-07-18,1997-11-02,42263
279594,Alexius,Ponthieu,Senior Staff,1991-07-26,9999-01-01,76130
279611,Pranav,Perry,Senior Staff,1992-11-05,9999-01-01,47476
279618,Eben,Cannata,Senior Engineer,1986-01-19,9999-01-01,40000
279619,Youngkon,Thiran,Senior Engineer,1995-01-21,9999-01-01,46285
279620,Suzette,Erbe,Engineer,1999-07-19,9999-01-01,40000
279630,Vasilis,Redmiles,Senior Staff,1985-08-12,2002-01-22,71933
279642,Feipei,Besancenot,Engineer,2002-02-08,9999-01-01,53904
279643,Kiam,Massonet,Senior Staff,1997-04-09,9999-01-01,79806
279649,Rajmohan,Dolinsky,Senior Staff,1993-05-17,9999-01-01,40000
279657,Mayuko,Kavraki,Senior Engineer,1997-01-24,9999-01-01,68069
279661,Xiadong,Bach,Senior Staff,1987-03-07,9999-01-01,58554
279673,Xiaopeng,Leppanen,Senior Staff,1987-02-22,9999-01-01,48674
279687,Howell,Maquelin,Senior Engineer,1987-12-09,9999-01-01,40000
279689,Martins,McDermid,Technique Leader,1987-10-01,9999-01-01,40000
279691,Peternela,Lindenbaum,Senior Staff,1985-04-20,9999-01-01,53724
279703,Kirk,Makrucki,Senior Engineer,1995-02-27,9999-01-01,40000
279704,Boutros,Kirkerud,Senior Engineer,1988-09-07,1994-01-31,50895
279707,Makato,Broder,Senior Engineer,1998-02-01,9999-01-01,40000
279716,Sham,Validov,Senior Staff,1998-07-17,9999-01-01,40000
279718,Sanjiv,Srimani,Senior Staff,1994-12-15,9999-01-01,40000
279719,Herbert,Stille,Staff,1987-04-07,1995-05-09,40000
279726,Zhenhua,Farris,Senior Staff,1993-06-21,9999-01-01,40000
279729,Gully,Masada,Senior Engineer,1996-03-28,9999-01-01,60317
279732,Sedat,Imataki,Senior Staff,1988-06-05,9999-01-01,56233
279735,Ravishankar,Atrawala,Senior Staff,1988-02-22,9999-01-01,40000
279740,Sachio,Molenaar,Senior Engineer,1988-04-08,9999-01-01,40000
279742,Navid,Woycyznski,Senior Engineer,1994-01-09,9999-01-01,58034
279745,Hongzue,Brattka,Senior Engineer,1986-07-28,9999-01-01,50334
279753,Gio,Georg,Senior Engineer,1996-04-02,9999-01-01,40000
279758,Honesty,Chiola,Senior Engineer,1998-04-13,9999-01-01,40000
279762,Rildo,Bael,Senior Staff,1985-03-23,9999-01-01,72757
279763,Marke,Lipner,Senior Engineer,1985-12-12,9999-01-01,40000
279765,Rosine,Ranta,Senior Staff,1990-12-25,9999-01-01,53668
279770,Chenyi,Brickell,Staff,1996-11-06,9999-01-01,95481
279772,Masali,Strooper,Senior Engineer,1986-05-19,1990-01-20,42669
279776,Mohammed,Moehrke,Senior Staff,1992-06-09,9999-01-01,108388
279784,Ronnie,Quittner,Engineer,1999-08-22,2000-04-13,55658
279785,Hatsukazu,Desikan,Engineer,1988-10-26,1995-08-29,44938
279804,Sugwoo,Camurati,Senior Staff,1986-08-17,9999-01-01,41744
279808,Tooru,Dolinsky,Senior Engineer,1992-05-08,9999-01-01,43069
279829,Iara,Stille,Staff,1996-01-03,9999-01-01,85334
279831,Sajjan,Conte,Engineer,1998-09-09,2000-12-08,74306
279832,Kristen,Vural,Senior Engineer,1995-04-22,9999-01-01,40000
279833,Moon,Basagni,Senior Engineer,1992-08-31,1994-11-10,51542
279834,Susanna,Eugenio,Senior Staff,1999-05-04,9999-01-01,42030
279839,Nirmal,Swan,Assistant Engineer,1994-03-11,1998-01-11,57182
279868,Hidekazu,Schiper,Senior Engineer,1987-10-06,9999-01-01,40907
279874,Leszek,Wrigley,Engineer,1994-11-20,2001-12-01,54254
279875,KayLiang,Kornyak,Senior Staff,1993-04-26,9999-01-01,62259
279879,Gladys,Tagansky,Staff,1988-12-09,1989-01-05,40000
279880,Surveyors,Akiyama,Senior Staff,1996-04-20,9999-01-01,59888
279891,Eben,Gihr,Senior Staff,1992-08-22,9999-01-01,56668
279894,Sudharsan,Masand,Senior Staff,1990-02-28,1993-01-26,72006
279901,Premsyl,Stanfel,Technique Leader,1987-04-13,9999-01-01,40000
279910,Yongmin,Snyers,Technique Leader,1988-02-09,9999-01-01,40000
279915,Angus,Rijsenbrij,Senior Engineer,1994-09-07,9999-01-01,40000
279917,Jaroslava,Selenyi,Senior Staff,1996-07-14,9999-01-01,40000
279920,Stamatina,Papsdorf,Senior Engineer,1988-01-11,9999-01-01,40503
279926,Shaowen,Anido,Senior Engineer,1993-07-22,1995-07-12,40000
279969,Gila,Winter,Engineer,1985-07-09,1987-08-16,40000
279972,Jianhua,Gecsei,Senior Staff,1991-12-04,9999-01-01,61807
279976,Youjian,Slutz,Senior Staff,1985-09-19,1986-04-15,40000
279984,Kokou,Nergos,Senior Engineer,1987-01-29,1990-03-24,40000
279996,Zejun,Lampe,Senior Engineer,1993-08-20,9999-01-01,42575
279997,Heeju,Burnard,Staff,1998-04-24,9999-01-01,47502
279999,Hyuncheol,Hiyoshi,Engineer,1998-02-23,1998-12-24,40000
280010,Arnould,Awdeh,Senior Staff,2000-08-21,9999-01-01,62558
280025,Kazunori,Bernardeschi,Senior Staff,1991-05-22,9999-01-01,40000
280027,Sashi,Gyimothy,Senior Staff,1994-08-22,1996-04-20,51537
280038,Gunilla,Luks,Senior Staff,2000-07-06,9999-01-01,49779
280047,Jessie,Sigstam,Senior Engineer,1993-03-19,2001-02-20,51445
280050,Fay,Gewali,Engineer,1995-05-24,9999-01-01,40000
280062,Sashi,Condotta,Senior Staff,2001-03-27,9999-01-01,62979
280066,Kazuyasu,Sanella,Senior Staff,1986-10-08,9999-01-01,67487
280088,Iara,Llado,Senior Staff,1990-10-04,9999-01-01,57372
280103,Nirmal,Ecklund,Engineer,1992-09-09,2000-07-28,40000
280106,Duke,Koyama,Senior Engineer,1997-01-17,9999-01-01,60594
280116,Xiping,Andreotta,Senior Engineer,1994-10-31,2001-02-04,80665
280117,Janalee,Stanger,Senior Engineer,1999-02-26,9999-01-01,46797
280118,Constantino,Khasidashvili,Senior Engineer,2001-04-30,9999-01-01,54459
280122,Rutger,Crooks,Senior Staff,1987-08-30,9999-01-01,43090
280126,Arie,Danecki,Senior Engineer,1995-08-28,9999-01-01,40000
280127,Arnd,Hammerschmidt,Engineer,1998-12-15,9999-01-01,40000
280134,Yuichiro,Pehl,Engineer,1994-10-29,9999-01-01,40000
280137,Cullen,Ruther,Technique Leader,1985-07-12,9999-01-01,62016
280161,Zeljko,Suermann,Engineer,1994-11-10,9999-01-01,41173
280165,Berni,Srimani,Senior Engineer,2000-05-27,9999-01-01,40000
280169,Aimee,Sherertz,Senior Engineer,1991-05-30,9999-01-01,43251
280171,Rasikan,Condotta,Senior Staff,1999-03-27,9999-01-01,62005
280177,Youpyo,Keohane,Senior Engineer,1993-11-20,1996-08-13,52828
280179,Fuqing,Flexer,Senior Staff,1993-12-23,9999-01-01,42672
280187,Dipankar,Ducloy,Senior Engineer,1991-11-24,9999-01-01,51808
280197,Panayotis,Fordan,Technique Leader,1992-12-30,9999-01-01,40000
280199,Aruna,Pelz,Technique Leader,1988-08-20,2001-07-03,40000
280212,Chanjung,Heemskerk,Technique Leader,1988-12-06,9999-01-01,58441
280216,Lene,McDermid,Senior Staff,1996-11-26,9999-01-01,51427
280220,Hailing,Pollock,Senior Staff,1994-03-17,9999-01-01,40000
280229,Tooru,Fiutem,Senior Engineer,1995-08-13,9999-01-01,40000
280231,Anestis,Kleiser,Staff,1985-06-30,1987-03-16,62889
280236,Sadegh,Vingron,Senior Staff,1999-07-25,9999-01-01,58675
280238,Aria,Rodier,Senior Engineer,1997-03-11,9999-01-01,40000
280244,Indrajit,Wilfing,Senior Staff,2001-09-14,9999-01-01,59587
280247,Lorien,Desikan,Senior Engineer,2002-07-19,9999-01-01,40000
280255,Richara,Roccetti,Senior Staff,1993-03-31,9999-01-01,85005
280257,Sudhanshu,Straney,Senior Engineer,1986-07-31,1996-08-14,40000
280264,Diederik,Wilharm,Senior Engineer,1990-06-07,2001-06-18,57109
280271,Yucel,Papastamatiou,Senior Staff,2001-10-21,9999-01-01,71110
